,acousticness,artists,danceability,duration_ms,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,name,popularity,release_date,speechiness,tempo,valence,year
6223,0.373,['Switch'],0.609,324440,0.6779999999999999,0,79Qlk33OpmjfF9rKmmUsVk,0.00179,4,0.114,-10.26,0,There'll Never Be,40,2001-01-01,0.0661,77.65100000000002,0.741,2001
155313,0.99,['Jack Kerouac'],0.687,64373,0.19399999999999998,0,4rxoDl5KsVSSY1vuWO99vx,2.9100000000000013e-05,5,0.115,-17.901,1,Deadbelly (with Steve Allen),17,1959,0.40299999999999997,128.173,0.377,1959
127182,0.9620000000000001,"['Franz Schubert', 'Busch Quartet']",0.27699999999999997,597907,0.132,0,7MjcZNYBrb0vNJivYUT8AE,0.759,7,0.187,-18.299,0,"String Quartet No. 14 in D minor D.810, ""Death and the Maiden"" (2006 Digital Remaster): II. Andante con moto",0,1937,0.0422,87.15299999999998,0.09300000000000001,1937
70854,0.175,['Эрих Мария Ремарк'],0.6459999999999999,98814,0.19699999999999998,1,6GFrOcr4TTqOQOOJhVa8H5,7.07e-06,0,0.0786,-19.729,1,Часть 19.4 & Часть 20.1 - Триумфальная арка,0,1945,0.9259999999999999,87.76299999999998,0.456,1945
164504,0.152,"['John Mayall & The Bluesbreakers', 'Eric Clapton']",0.442,158960,0.932,0,4wQHk151amFYAuR6LNbBK7,0.000681,4,0.33799999999999997,-3.358,1,It Ain't Right - Mono,27,1966-06-22,0.0763,130.72299999999998,0.8440000000000001,1966
39930,0.0464,['PnB Rock'],0.63,221000,0.782,1,03w1u0L5fS0F7izSUkdqS2,0.0,6,0.0944,-4.046,0,Feelins,58,2017-11-17,0.225,150.076,0.657,2017
154174,0.0801,['Doug Speer'],0.622,242051,0.305,0,45GRWHiHLnC7TSzJmGCiUN,0.5579999999999999,11,0.126,-13.213,0,Autumn Leaves,0,1947,0.0559,170.09400000000005,0.871,1947
85204,0.0728,['Rage Against The Machine'],0.62,336440,0.912,1,25CbtOzU8Pn17SAaXFjIR3,7.15e-05,1,0.249,-4.011,1,Take The Power Back,62,1992,0.221,106.236,0.29100000000000004,1992
92055,0.94,['Elvis Presley'],0.672,150480,0.28600000000000003,0,3KIlJMknWs4rgVztAoWUbY,0.0973,10,0.11800000000000001,-14.71,1,Fame and Fortune - Remastered,49,1963-08-11,0.0283,102.743,0.556,1963
16491,0.7390000000000001,['Эрнест Хемингуэй'],0.701,158600,0.12300000000000001,1,33crC1AdiJriB8dV9noG5L,0.0,1,0.273,-19.042,0,Часть 103.2 - По ком звонит колокол,0,1940,0.956,104.09,0.652,1940
21789,0.77,"['Interpreti dello spettacolo ""Bella Ciao""']",0.596,96400,0.389,0,0UUhJ7DGne1u6gyy4SpTDO,0.0,9,0.0931,-11.485,0,Bella ciao,55,1996-01-01,0.0695,145.851,0.938,1996
128490,0.971,['Prof. Enayet Khan'],0.335,198387,0.275,0,0B5UdFu4uLqlXGyNBQXfsf,0.643,11,0.804,-16.44,1,Multan Aalap,0,1950-01-01,0.0819,65.952,0.177,1950
131801,0.077,['The Pointer Sisters'],0.583,293213,0.645,0,0QZdWUnsvMCKG7ikgct9wG,0.0226,7,0.096,-12.249,0,"I'm So Excited - 12"" Remix",35,1983-11-06,0.0388,182.77900000000002,0.8490000000000001,1983
128031,0.336,['Эрих Мария Ремарк'],0.633,103500,0.188,1,1Jm3pF8kbZ16k9pdUKkGyh,0.0,2,0.245,-18.191,0,Часть 47.4 - Триумфальная арка,0,1945,0.8909999999999999,84.199,0.57,1945
29789,0.0036,['2 LIVE CREW'],0.862,241373,0.85,1,7MJTU6jULOZPAdlu8SPAfo,2.2899999999999998e-05,7,0.271,-6.075,1,Shake A Lil' Somethin' (Original Street Mix Nasty),35,1996-07-19,0.196,137.531,0.507,1996
89251,0.975,['Django Reinhardt'],0.6829999999999999,180643,0.0361,0,4jPY5wmwwAyNuMN6aBr9Fp,0.866,0,0.0757,-16.745,1,Parfum,7,1935,0.0852,114.619,0.215,1935
131148,0.6890000000000001,"['Pete Townshend', 'Ronnie Lane']",0.67,240400,0.473,0,6JmqK17UCpWoOzHtxqjRly,0.152,9,0.0779,-14.960999999999999,1,My Baby Gives It Away,38,1977-09-16,0.0357,77.918,0.8859999999999999,1977
64893,0.9420000000000001,['Mose Allison'],0.616,150720,0.10800000000000001,0,4f8lZYFXwBuAyHzsLrTpvI,0.207,5,0.0964,-17.151,0,I Hadn't Anyone Till You,15,1963,0.0396,109.169,0.608,1963
156,0.991,['Patrício Teixeira'],0.534,196043,0.19899999999999998,0,49OPPHZzx3svtdYt4ffCQV,0.0902,3,0.11,-15.419,1,Gavião Calçudo,0,1930-06-20,0.0685,100.38600000000001,0.578,1930
11688,0.948,['Crystal Gayle'],0.535,171267,0.0857,0,3d9AUjRiWmXwzpdqNK9kgL,0.13,1,0.11900000000000001,-17.465999999999998,1,"When I Dream - 7"" Single Version",33,1975-02-07,0.0351,108.742,0.231,1975
93037,0.0396,['Ringo Starr'],0.609,184333,0.624,0,4RFqi5JQduiSlRZCVlUDGH,0.000168,7,0.27699999999999997,-11.717,1,It Don't Come Easy,56,1973-01-01,0.0292,123.191,0.691,1973
70507,0.81,['Cuco'],0.762,152291,0.625,0,36Uc6BhILjfe4VTgweoHZj,0.000388,7,0.106,-5.159,1,Hydrocodone,62,2019-07-26,0.0258,119.949,0.469,2019
129129,0.7440000000000001,['Duke Ellington'],0.53,169573,0.40299999999999997,0,45FyWcUppltOxKkzrvmDeT,0.0,5,0.8909999999999999,-14.546,0,Tulip or Turnip - Live,18,1956,0.0946,67.615,0.7490000000000001,1956
8521,0.986,"['Bedřich Smetana', 'Orchester Der Staatsoper Berlin', 'Paul van Kempen']",0.39299999999999996,412411,0.204,0,2tyUDdi8QDw0T3MsWLLDlL,0.875,5,0.0701,-17.053,1,"The Bartered Bride, JB 1:100 - original version: Overture",0,1940-03-29,0.0404,136.866,0.392,1940
146262,0.7809999999999999,"['Modest Mussorgsky', 'Arturo Toscanini']",0.268,45800,0.11199999999999999,0,0UUSQIZHRVbti9ziVWyObF,0.221,5,0.32299999999999995,-14.912,1,Pictures at an Exhibition: Promenade. Tranquillo,0,1953,0.0353,97.87799999999999,0.126,1953
17728,0.616,['Tito Puente'],0.8029999999999999,173757,0.872,0,2yaZNwe156k4zsrkjs0fnh,0.0784,5,0.21600000000000005,-3.3160000000000003,1,The Man From Jamaica,3,1955-12-31,0.0343,115.682,0.948,1955
59410,0.000336,['Led Zeppelin'],0.297,199640,0.968,0,0nBxdeNF1TSfy4OATiR9NK,0.878,9,0.096,-8.765,1,Walter's Walk - Rough Mix,26,1982-11-19,0.0486,175.954,0.8009999999999999,1982
2943,0.528,['Joya Landis'],0.7979999999999999,170733,0.4270000000000001,0,60LfIgJ1v9yHsVXsEmUIhJ,0.00596,10,0.235,-9.033999999999999,1,Kansas City,29,1968-01-01,0.11900000000000001,96.97,0.777,1968
84463,0.237,['Mel McDaniel'],0.871,179653,0.7140000000000001,0,56BG1hMSEkIN7IA2E4xNuN,1.94e-06,10,0.07200000000000001,-6.412999999999999,1,Baby's Got Her Blue Jeans On,59,1985-02-22,0.0307,106.79700000000001,0.9620000000000001,1985
88427,0.995,['Ted Weems & His Orchestra'],0.685,164027,0.262,0,0ZQX16KM4JMpZTLcRLdRR1,0.659,3,0.0954,-11.717,1,"A Smile Will Go A Long, Long Way",0,1926-07-01,0.0329,103.258,0.6629999999999999,1926
147287,0.114,['Walter Wanderley'],0.688,144467,0.67,0,6wo44OoWaQ4qrxJCMrRZa9,0.00527,4,0.465,-12.640999999999998,0,Zé De Conceição,22,1963-04-08,0.040999999999999995,103.79899999999999,0.8220000000000001,1963
167258,0.996,"['Johannes Brahms', 'Idil Biret']",0.387,94333,0.009059999999999999,0,7ouW02587AzIaGnK0gh8St,0.889,8,0.0985,-34.559,1,"16 Waltzes, Op. 39: No. 15 In A Flat Major",42,1994-06-07,0.0455,67.855,0.133,1994
86837,0.0391,['Lil Wayne'],0.6629999999999999,221813,0.688,1,1xPW9rS8dkuJP46WBTqU2C,0.00224,6,0.223,-8.658999999999999,0,A Milli,60,2008-01-01,0.28300000000000003,151.589,0.731,2008
113601,0.723,['Classics IV'],0.652,175867,0.44,0,5z4iT44mMHyZozsTFy4A51,5.79e-06,0,0.10300000000000001,-11.474,0,Spooky,42,1989-08-31,0.0315,106.863,0.711,1989
34262,0.92,"['César Franck', 'Deutsches Symphonie-Orchester Berlin', 'Lorin Maazel']",0.0676,1076000,0.132,0,2FuXzw3411PvkVCUPosF30,0.938,5,0.0513,-16.119,1,Symphony In D Minor: 1. Lento - Allegro ma non troppo - Allegro,11,1961-01-01,0.0383,67.017,0.0371,1961
88366,0.982,['Louis Armstrong & His Hot Seven'],0.754,183213,0.259,0,7FCBObEAw0fMCC75WZbHp7,0.8220000000000001,9,0.125,-13.945,1,Weary Blues,4,1926,0.361,98.88799999999999,0.883,1926
155943,0.111,['The Supremes'],0.58,161200,0.763,0,1O2dsMjC5U0Pg8YPCgwGIn,0.0,7,0.133,-7.7570000000000014,1,Santa Claus Is Coming To Town - Stereo,26,1965-11-01,0.0332,125.885,0.816,1965
15804,0.861,['The Lumineers'],0.569,140120,0.47700000000000004,0,3CuscN8itbT86pQFKQMIk7,0.00048499999999999997,9,0.0644,-6.577000000000001,1,Where The Skies Are Blue,54,2016-04-08,0.0277,132.423,0.552,2016
55023,0.00309,['Run The Jewels'],0.527,309173,0.825,1,1V6qst2zfwpooDT1lfvDis,3.63e-06,6,0.364,-6.771,1,Angel Duster,50,2014-10-24,0.0861,175.765,0.192,2014
105944,0.14800000000000002,['LCD Soundsystem'],0.701,462267,0.7879999999999999,0,2Ud3deeqLAG988pfW0Kwcl,0.625,2,0.0977,-5.6110000000000015,1,All My Friends,61,2007-03-12,0.0425,142.584,0.795,2007
150853,0.33899999999999997,['Stone Temple Pilots'],0.23399999999999999,318840,0.593,0,73WEZ2qitNdBiUEhtckC6G,2.25e-05,4,0.212,-7.806,0,Atlanta,50,1999-10-08,0.0332,159.976,0.175,1999
144712,0.418,['Robert David Hall'],0.682,182853,0.569,0,309VvtCQqVA7dLKbXQoUz9,0.0,9,0.34,-6.3389999999999995,1,Ten O'Clock Train,0,1930,0.0258,97.055,0.6629999999999999,1930
10317,0.38799999999999996,['Andy Griffith'],0.662,84440,0.813,0,0BhpJ0lPvj57IKdho68vNS,0.0,4,0.163,-9.642000000000001,1,Cindy,8,1961-01-01,0.0748,138.856,0.838,1961
74903,0.496,"['Arik Einstein', 'Yoni Rechter']",0.765,211000,0.5329999999999999,0,74a55w3JIJDMGV16aSoR74,6.670000000000001e-05,2,0.114,-13.167,1,אדון שוקו,38,1989-12-01,0.028999999999999998,104.87299999999999,0.7559999999999999,1989
53292,0.000755,['The Promise Ring'],0.42100000000000004,217573,0.8909999999999999,0,5dgyKLZKxfreuDaDQwEj9U,0.0168,7,0.195,-5.886,1,Is This Thing On?,36,1997-10-01,0.0574,91.193,0.498,1997
104639,0.479,['Townes Van Zandt'],0.5539999999999999,287293,0.175,0,6QLh3oOA1AKocLHFH6j7qA,0.0,0,0.107,-16.762999999999998,1,Dead Flowers,54,1994,0.0335,118.686,0.42,1994
163055,0.993,"['Giuseppe Verdi', 'Fernando Previtali', 'Orchestra Sinfonica di Roma della RAI']",0.307,207493,0.0776,0,1C2fYm9Ss3GLDCR7sb4efM,0.0607,4,0.7440000000000001,-21.901,1,"Verdi : Il trovatore : Part 2 - La Gitana ""Ah! se l'error t'ingombra"" [Chorus]",0,1951,0.05,111.13799999999999,0.0428,1951
62830,0.0341,['RÜFÜS DU SOL'],0.71,241580,0.748,0,1W1Ac2SNPI2PTDW6b11KKC,0.000106,9,0.0897,-6.244,0,Like an Animal,53,2016-01-22,0.0305,119.993,0.379,2016
82742,0.313,['The Foundations'],0.66,177533,0.512,0,6sPOmDulFtLzfX25zICNrC,0.0,0,0.28300000000000003,-7.183,1,Build Me Up Buttercup,74,1968-01-01,0.0294,133.607,0.852,1968
158542,0.000144,['Nirvana'],0.285,142947,0.9790000000000001,0,4zZh3CwOCWGjxxfXNocAOe,0.0,2,0.33399999999999996,-4.428,1,Territorial Pissings,35,1991-09-26,0.175,182.7,0.10800000000000001,1991
65932,0.44299999999999995,['Donald Byrd'],0.662,341133,0.6709999999999999,0,1SWK8qe5ukQB58s3fLobkS,0.0896,10,0.07,-8.644,1,Slop Jar Blues,24,1973-01-01,0.048,144.84,0.9309999999999999,1973
93557,0.0128,['DEVO'],0.297,297733,0.8109999999999999,0,2vFaBeQqDVZW9SiJeiM4LU,0.5379999999999999,7,0.111,-10.267000000000001,1,Gut Feeling / (Slap Your Mammy),52,1978,0.0583,165.37599999999995,0.722,1978
165237,0.943,['Benny Goodman'],0.596,179640,0.284,0,5Zq51T66500WOLxf3KErak,0.000139,5,0.32299999999999995,-13.06,1,Amapola (Pretty Little Poppy),24,1974,0.038,135.089,0.748,1974
7868,0.10300000000000001,"['Justin Timberlake', 'Chris Stapleton']",0.7070000000000001,278893,0.632,0,09ts3GnICqYEU5PkQCpJK3,1.09e-05,10,0.0841,-7.0310000000000015,1,Say Something (feat. Chris Stapleton),60,2018-01-25,0.0789,97.04,0.3720000000000001,2018
34733,0.10099999999999999,['Otis Redding'],0.7659999999999999,130053,0.534,0,0OkbrjKy1VFIoEl0RkbzGM,0.000616,7,0.0302,-8.91,1,Respect - 2008 Remaster,20,1965-09-15,0.0437,118.478,0.883,1965
115654,0.016,['Arcade Fire'],0.518,325547,0.81,0,0U0p8weaMIbIFMJ0CPlvHV,0.0013,8,0.115,-6.445,1,Sprawl II (Mountains Beyond Mountains),61,2010,0.028999999999999998,99.96799999999999,0.179,2010
126057,0.26899999999999996,"['Martin Jensen', 'James Arthur']",0.6729999999999999,211040,0.687,1,2qfEcCkEo5NscA9GL7ER72,0.0,6,0.18100000000000002,-5.295,0,Nobody,77,2019-03-01,0.0623,96.964,0.524,2019
27098,0.845,['Fleetwood Mac'],0.5589999999999999,339735,0.138,0,2rDdGYpZ69iqfrGGrEwq3P,0.821,0,0.135,-14.998,1,Oh Well (Pt. 2) - 2013 Remaster,27,1969-09-19,0.0681,114.82700000000001,0.134,1969
32286,0.938,['Fréhel'],0.632,160400,0.27,0,64VxwIgGpH6Vu6pcD8nKVF,0.0,2,0.36,-11.937000000000001,1,Musette,0,1930,0.0358,108.339,0.7809999999999999,1930
121155,0.405,['Traffic'],0.428,419893,0.531,0,6gJhXogJiEETVQ0V4wyj79,0.45399999999999996,9,0.0841,-14.309000000000001,0,Glad,39,1970-01-01,0.0301,134.785,0.629,1970
128241,0.9520000000000001,"['Ludwig van Beethoven', 'Jascha Heifetz']",0.5760000000000001,41640,0.361,0,1YrvhHfkHvidCbx1YmfEcn,0.813,0,0.31,-15.157,1,"Sonata No. 5, Op. 24 ""Spring"" in F: Trio",0,1948,0.0823,122.654,0.875,1948
36338,0.9570000000000001,['Brian Eno'],0.2,430160,0.0624,0,40SwbYd709A4Fm6AHxD0Ld,0.885,5,0.11,-28.519000000000002,1,"Dunwich Beach, Autumn, 1960 - Remastered 2004",29,1982-03-01,0.034,89.39299999999999,0.0382,1982
2131,0.981,"['Ludwig van Beethoven', 'London Symphony Orchestra', 'Josef Krips']",0.24100000000000002,963387,0.10400000000000001,0,0arkoVqGcME39gBkRAnv9L,0.871,7,0.0576,-18.413,0,"Symphony No. 9 in D Minor, Op. 125 ""Choral"": I. Allegro ma non troppo, un poco maestoso",19,1960-01-01,0.0373,140.137,0.10800000000000001,1960
127463,0.996,['Santosh Sengupta'],0.317,194667,0.0979,0,0yN1MEYzC2AVu4s4gQHq1p,0.938,7,0.172,-20.973000000000006,1,Ogo Shephaliboner Moner Kamona,0,1940-12-01,0.0657,186.043,0.35,1940
19062,0.318,['Four Tops'],0.5379999999999999,248253,0.488,0,27TImkeBcEAKcXNCHOamhd,0.0,5,0.195,-9.987,1,Do What You Gotta Do,32,1969-01-01,0.0281,93.49,0.604,1969
158989,0.0381,['Lonestar'],0.552,223933,0.8079999999999999,0,3infEr3WNjesDtV7JqDPwY,0.0,5,0.312,-5.569,1,My Front Porch Looking In,38,1995,0.0444,102.87,0.46299999999999997,1995
97862,0.995,['Ignacio Corsini'],0.509,183560,0.121,0,7d2mg4oEdvv3cF0eY9xlo1,0.925,0,0.242,-21.199,0,Cabecita Plateada - Remasterizado,0,1924-03-29,0.0903,120.633,0.6809999999999999,1924
59430,0.6890000000000001,['Bob Seger'],0.46799999999999997,269227,0.321,0,1klIw27IAmePIetyjdJC6a,0.00158,11,0.127,-9.253,1,Love's The Last To Know,24,1982-12-01,0.0371,126.926,0.188,1982
48574,0.9520000000000001,['Γιώργος Μπάτης'],0.6759999999999999,198893,0.381,0,3ncC1jnGBRM10tVhAeVhzz,7.42e-06,2,0.35600000000000004,-8.344,0,Το μπαρμπεράκι,0,1949-01-01,0.0848,116.352,0.8320000000000001,1949
26030,0.963,"['Wolfgang Amadeus Mozart', 'Glenn Gould']",0.34700000000000003,200880,0.165,0,52MZQnCB33Y6wdM6jyZ8ZK,0.909,0,0.126,-27.889,1,"Piano Sonata No. 10 in C Major, K. 330: I. Allegro moderato",13,1958,0.0381,93.166,0.883,1958
47553,0.456,"['Kehlani', 'BJ The Chicago Kid']",0.479,227755,0.711,1,6DkmFhzJrkVhDlcgcEy7Pc,0.0,6,0.215,-4.977,0,Down for You (feat. BJ The Chicago Kid),53,2015-04-28,0.23600000000000002,79.54,0.34700000000000003,2015
50631,0.703,['Bob Dylan'],0.5479999999999999,128813,0.843,0,2jxcuhCwXwFctVL1lnWtkJ,0.759,1,0.161,-6.216,1,Woogie Boogie,25,1970-06-08,0.0305,140.631,0.971,1970
412,0.772,['Эрнест Хемингуэй'],0.705,113551,0.0813,1,2UiY53Ur3qXranFELuz4az,0.0,2,0.57,-20.999000000000002,1,Часть 16.3 & Часть 17.1 - По ком звонит колокол,0,1940,0.9570000000000001,107.762,0.634,1940
104659,0.0023,"[""The Go-Go's""]",0.547,179027,0.753,0,1vJOi8S2MSq3jZsni1gm4x,0.0034700000000000004,4,0.162,-10.834000000000001,1,Vacation,53,1994-01-01,0.0296,156.988,0.8809999999999999,1994
11732,0.937,['Leonard Cohen'],0.449,306960,0.0192,0,2WPHpOOrSoDBOEnV8Cv76w,0.000331,9,0.109,-27.12,0,Famous Blue Raincoat,37,1975,0.0402,120.191,0.218,1975
94606,0.000333,['Helloween'],0.47700000000000004,280213,0.8590000000000001,0,5VZwMq6yaFb04PCTfdNY3K,0.000155,0,0.265,-8.625,1,I Want Out,63,1988,0.0387,91.009,0.629,1988
20589,0.647,['Ronnie McDowell'],0.75,171760,0.46399999999999997,0,0QQ7B3FK3tDFGIZ4q1SNmG,4.84e-06,2,0.0938,-14.052999999999999,1,You're Gonna Ruin My Bad Reputation - Single Version,26,1984,0.0343,111.575,0.858,1984
81908,0.941,['Chet Baker'],0.524,318467,0.0245,0,0GExhcihMVjrKsad725W62,0.9109999999999999,3,0.14300000000000002,-21.153000000000002,1,If You Could See Me Now,54,1959,0.0387,112.036,0.187,1959
84393,0.109,['The Cars'],0.728,184717,0.855,0,35wVRTJlUu2kDkqXFegOKt,0.000576,2,0.113,-6.0310000000000015,1,You Might Think,59,1984,0.0333,133.887,0.971,1984
77570,0.0431,"['Clean Bandit', 'Louisa']",0.605,225915,0.77,0,7py16W5fWYLFFS6BElKAjn,0.0,5,0.159,-3.645,0,Tears (feat. Louisa Johnson),64,2016-05-27,0.0446,130.037,0.298,2016
112912,0.007409999999999998,['John Mellencamp'],0.8540000000000001,214133,0.579,0,228eUJ7kzAROZJjERsd6Ef,3.13e-05,2,0.139,-7.27,1,China Girl,41,1982,0.0283,122.06299999999999,0.772,1982
123208,0.15,['Ice Cube'],0.9359999999999999,196493,0.6779999999999999,1,2Jlky2E0SqPFbbVGpdi0ta,0.0,10,0.251,-13.284,0,A Gangsta's Fairytale,43,1990-03-16,0.254,110.426,0.8590000000000001,1990
116002,0.929,['Villagers'],0.579,219093,0.415,0,0TQ8ZHFhrbH9I0WRjIzOCQ,0.0018,7,0.6709999999999999,-11.599,1,Nothing Arrived - Live from Spotify London,66,2013-02-18,0.0397,102.713,0.42,2013
7851,0.7120000000000001,['khai dreams'],0.35,170667,0.429,0,0QMCxc6dP8ObzoJExJd5oc,0.0,7,0.307,-13.14,1,Fantasy,62,2017-08-26,0.131,169.90099999999995,0.207,2017
17510,0.64,['George Lewis'],0.632,252000,0.175,0,1RqcXbrqFN3fVu1uXf0Tbi,2.08e-06,0,0.115,-14.527000000000001,1,Burgundy Street Blues,0,1953-10-05,0.0771,69.172,0.125,1953
4721,0.20800000000000002,"['Betty Wright', 'Latimore']",0.6409999999999999,422200,0.513,0,099Ov2UBeZcckb2Py8o7qa,0.0,8,0.0685,-13.356,1,Pain,29,1986-01-01,0.0418,84.508,0.634,1986
141190,0.0216,['Dangerous Toys'],0.308,192480,0.9620000000000001,0,5mNqBvhhYnXLHolxoC06AH,0.192,7,0.12300000000000001,-3.873,1,"Teas'n, Pleas'n",36,1989-05-09,0.204,173.173,0.583,1989
130689,0.938,['Carpenters'],0.21600000000000005,189267,0.182,0,1KeKOUYGFkA2l085UQq8Hf,0.0314,8,0.11599999999999999,-13.788,1,Bless The Beasts And Children,44,1972,0.0302,161.32299999999995,0.0845,1972
39678,0.8220000000000001,"['Taylor Bennett', 'Chance the Rapper']",0.6,227264,0.524,0,6m3ZXs465Rt4Tc1iiLktXL,3.2899999999999987e-05,0,0.10400000000000001,-9.297,1,Broad Shoulders (feat. Chance the Rapper),52,2015-12-14,0.146,127.5,0.449,2015
144654,0.992,['Kostas Roukounas'],0.408,30000,0.325,0,2jTmQYoFnAmhnAqS9DRUsX,0.105,5,0.39899999999999997,-13.517999999999999,1,Kiourntou Manes,0,1930-01-01,0.039,68.87100000000001,0.9129999999999999,1930
152531,0.534,['Wrabel'],0.55,230293,0.363,0,6epvwUINain4iSHCTWA0sj,0.0,5,0.128,-7.3260000000000005,1,The Village,67,2017-07-27,0.0336,121.94,0.28600000000000003,2017
152467,0.575,['Brent Faiyaz'],0.385,291098,0.473,0,2jGjNCH6Op0BqBHPc4Rd8d,2.8800000000000002e-05,8,0.13,-8.656,0,Lovely,59,2016-09-20,0.0519,143.614,0.0575,2016
17787,0.9229999999999999,['Dean Martin'],0.425,151533,0.20199999999999999,0,4neyOg3db1liExAWvyqDtN,1.04e-06,7,0.369,-15.56,1,On An Evening In Roma (Sott'er Celo De Roma),8,1956,0.0319,137.57399999999998,0.531,1956
18025,0.96,"['Modest Mussorgsky', 'George Szell', 'Cleveland Orchestra']",0.087,99067,0.00474,0,7Gw2yzRZuOE1mvjNgkzsK9,0.8370000000000001,6,0.431,-35.826,1,Pictures at an Exhibition: Con mortuis in lingua mortua,10,1958,0.0411,85.436,0.0392,1958
91786,0.8859999999999999,"['Etta James', 'Harvey Fuqua']",0.415,153427,0.409,0,3Yub8LUvhAvIyguaW3lUNs,0.0128,7,0.113,-8.711,1,My Heart Cries - Single Version,36,1960,0.0268,102.691,0.484,1960
71537,0.986,['Asha Bhosle'],0.6990000000000001,169407,0.285,0,0PFjsxfBhZPasIQ7q55ozk,0.0199,7,0.11,-8.843,0,Haseen Raat,0,1955-12-31,0.659,170.2,0.917,1955
152309,0.40299999999999997,"['Barrett Wilbert Weed', 'Michelle Duffy', 'Daniel Cooney', 'Ryan McCartan', 'Elle McLemore']",0.745,166600,0.6,0,0ZwCQw4tzcMGq8wZpx1KjX,0.0,8,0.0595,-7.285,1,Dead Girl Walking (Reprise),57,2014-06-10,0.18,110.275,0.706,2014
33215,0.0974,['Antonio Prió'],0.777,155193,0.384,0,1ax3nwOFPiIQZejGQw5rTm,0.00144,7,0.152,-12.227,1,soneto de repente,0,1950,0.0629,139.97799999999998,0.4920000000000001,1950
135776,0.391,['Эрнест Хемингуэй'],0.7,256335,0.242,1,5PPfUOz1gDFOMHmKgm48xI,0.0,11,0.26,-18.453,0,Часть 57.2 - Прощай оружие,0,1929,0.862,137.545,0.647,1929
84110,0.0173,['Duran Duran'],0.725,212853,0.8590000000000001,0,4EFkvOhgAmlHEfDfvfSoh5,0.0137,7,0.048,-6.2079999999999975,1,Girls on Film - 2010 Remaster,60,1981-06-15,0.0636,131.697,0.53,1981
113761,0.526,['Queen'],0.42100000000000004,272107,0.517,0,3m86qx7aIeqFcYcQ1UXUvP,1.82e-06,11,0.136,-11.49,0,The Show Must Go On,45,1991-02-05,0.035,84.01100000000002,0.109,1991
25863,0.9440000000000001,['Dean Martin'],0.386,136667,0.0936,0,59IQ91bF5xmkN61Jk29GX8,0.0,4,0.0916,-17.468,0,The Test Of Time,9,1957,0.035,100.396,0.193,1957
169452,0.0682,['Sturgill Simpson'],0.45399999999999996,240640,0.366,0,5StrN0F4XI5e0BHP32THhl,0.247,2,0.12300000000000001,-8.98,0,In Bloom,56,2016-04-15,0.0304,78.465,0.264,2016
139777,0.33899999999999997,['Heart'],0.507,200627,0.35600000000000004,0,000x2qE0ZI3hodeVrnJK8A,0.0,0,0.18,-14.24,1,(Love Me Like Music) I'll Be Your Song,34,1975,0.0306,134.248,0.47200000000000003,1975
50366,0.741,['The Sweet Inspirations'],0.758,129933,0.275,0,7J03JWNKYxrCFhYt7esvGz,3.12e-06,2,0.0696,-19.416,1,I'm Blue,21,1967,0.036000000000000004,111.56200000000001,0.963,1967
127216,0.377,['Sonny Davis'],0.6559999999999999,156227,0.604,0,0we4g2a3V8KVcUuRiMI2S3,0.562,8,0.13699999999999998,-7.651,1,Swing Guitars,0,1937,0.0377,110.527,0.6709999999999999,1937
30004,0.425,['Barry Manilow'],0.475,179493,0.522,0,3BvRGVwn9sBfbxGClUEvD3,0.0,9,0.318,-6.982,1,You Make Me Feel So Young,46,1998-11-09,0.0349,144.137,0.544,1998
67674,0.452,['William Bell'],0.519,180733,0.251,0,6pYvB2TQO7oGLw6oNV40jm,0.0,5,0.159,-17.425,1,You Don't Miss Your Water - Extended,29,1991,0.0298,115.149,0.632,1991
50776,0.935,['Townes Van Zandt'],0.564,250000,0.0723,0,4pRFkZpdQADX6Yg1q7CNOW,0.00572,4,0.107,-22.284000000000002,1,Tower Song,21,1971,0.0316,79.164,0.22699999999999998,1971
89278,0.985,['Billie Holiday'],0.5529999999999999,187840,0.1,0,13OZBGWNKAw8JFwPmIVeXJ,0.00244,8,0.244,-11.886,1,I'm In a Low Down Groove,3,1935,0.0315,82.041,0.23399999999999999,1935
87772,0.72,"['Kina', 'Snøw']",0.498,179080,0.235,0,4ZLzoOkj0MPWrTLvooIuaa,0.0,1,0.14400000000000002,-16.541,0,Get You The Moon (feat. Snøw),85,2018-10-08,0.188,118.917,0.0895,2018
59650,0.0035600000000000002,['Minutemen'],0.541,72627,0.638,0,4X2cqABozX3BgzS7G4TmUN,0.134,7,0.11199999999999999,-11.84,1,The Politics of Time,25,1984-07-24,0.0623,90.95,0.675,1984
88193,0.996,['George Olsen'],0.753,201253,0.316,0,4vLc0mWLQ8S8T6XR5Us97h,0.861,4,0.092,-13.68,0,Those Panama Mamas - Are Ruining me,0,1924-01-01,0.047,105.50399999999999,0.883,1924
147456,0.0404,['The Rolling Stones'],0.509,110987,0.753,0,7qOLXYcFU9PVezyEUDJUug,0.8220000000000001,9,0.16899999999999998,-9.249,1,Susie Q,28,1965-01-15,0.0328,80.79899999999998,0.968,1965
3281,0.213,['ZZ Top'],0.629,200547,0.782,0,7ggDaqC72TtWErwyt211C5,0.000554,7,0.0873,-7.2970000000000015,1,Whiskey'n Mama,30,1972-04-04,0.0344,107.095,0.805,1972
